projected_points,confidence_lower,confidence_upper,confidence_level,player_id,player_name,position,team,week,season
0.34,0.0,1.64,0.95,00-0036825,Feleipe Franks,TE,ATL,5,2025
0.33,0.0,1.53,0.95,00-0035924,Jonathan Ward,RB,NYG,5,2025
0.32,0.0,1.4,0.95,00-0038896,Jacob Saylors,RB,DET,5,2025
0.32,0.0,1.91,0.95,00-0036176,Mason Kinsey,WR,TEN,5,2025
0.31,0.0,1.32,0.95,00-0033292,Trent Taylor,WR,SF,5,2025
0.25,0.0,5.14,0.95,00-0035602,Alex Bachman,WR,LV,5,2025
0.21,0.0,4.91,0.95,00-0036635,Ihmir Smith-Marsette,WR,NYG,5,2025
0.21,0.0,3.39,0.95,00-0036331,Devin Duvernay,WR,CHI,5,2025
0.2,0.0,0.48,0.95,00-0040673,Jalen Milroe,QB,SEA,5,2025
0.19,0.0,0.84,0.95,00-0038489,Ben VanSumeren,RB,PHI,5,2025
0.19,0.0,3.1,0.95,00-0031763,DeAndre Carter,WR,CLE,5,2025
0.18,0.0,4.18,0.95,00-0038576,Charlie Jones,WR,CIN,5,2025
0.16,0.0,2.31,0.95,00-0037745,Velus Jones Jr.,RB,NO,5,2025
0.16,0.0,0.79,0.95,00-0026300,Josh Johnson,QB,WAS,5,2025
0.14,0.0,1.83,0.95,00-0035291,Trayveon Williams,RB,CLE,5,2025
0.12,0.0,2.22,0.95,00-0039796,Rasheen Ali,RB,BAL,5,2025
0.11,0.0,3.64,0.95,00-0037311,Ko Kieft,TE,TB,5,2025
0.1,0.0,0.79,0.95,00-0036187,Reggie Gilliam,RB,BUF,5,2025
0.08,0.0,1.48,0.95,00-0039648,David Martin-Robinson,TE,TEN,5,2025
0.07,0.0,1.94,0.95,00-0039816,Anthony Gould,WR,IND,5,2025
0.07,0.0,0.35,0.95,00-0039603,British Brooks,RB,HOU,5,2025
0.06,0.0,1.8,0.95,00-0036133,James Proche,WR,TEN,5,2025
0.06,0.0,1.6,0.95,00-0039451,Isaiah Williams,WR,NYJ,5,2025
0.04,0.0,1.34,0.95,00-0035726,Jakob Johnson,RB,HOU,5,2025
0.03,0.0,0.8,0.95,00-0039589,Kameron Johnson,WR,TB,5,2025
0.03,0.0,0.76,0.95,00-0039392,Jha'Quan Jackson,WR,TEN,5,2025
0.02,0.0,0.56,0.95,00-0036842,Kene Nwangwu,RB,NYJ,5,2025
0.02,0.0,0.51,0.95,00-0035645,Gunner Olszewski,WR,NYG,5,2025
0.0,0.0,0.42,0.95,00-0031237,Teddy Bridgewater,QB,TB,5,2025
0.0,0.0,0.64,0.95,00-0034577,Kyle Allen,QB,DET,5,2025
0.0,0.0,0.28,0.95,00-0036928,Kyle Trask,QB,TB,5,2025
